id,vin,price,make,model,year,mileage,fueltype,packages,driveType,engine,color_ext,color_int,transmission,trim
702866926,ZFF97CMA3M0258219,573887,Ferrari,812 GTS,2021,5345.0,Gasoline,Not available,2 Wheel Drive - Rear,12-Cylinder,Gray,Blue,7-Speed Automatic,Not available
702230994,ZFF95NLA1N0271913,576990,Ferrari,SF90 Stradale,2022,425.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,Red,Red,8-Speed Automatic,Not available
699556973,ZFF91HMA5L0248353,576990,Ferrari,488 Pista,2020,10492.0,Gasoline,Not available,2 Wheel Drive - Rear,8-Cylinder Turbo,Black,Black,7-Speed Automatic,Spider
708471869,ZFF01SMA2P0295500,579000,Ferrari,296 GTS,2023,153.0,Hybrid gas/electric,Not available,2 Wheel Drive - Rear,Hybrid,White,Black,8-Speed Shiftable Automatic,Not available
705278405,ZFF97CMAXP0294560,579000,Ferrari,812 GTS,2023,1290.0,Gasoline,Not available,2 Wheel Drive - Rear,12-Cylinder,White,Black,7-Speed Automatic,Not available
683067698,ZFF95NLA2N0274920,579900,Ferrari,SF90 Stradale,2022,1612.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,Black,Black,8-Speed Automatic,Not available
706998466,ZFF95NLA0N0283969,582999,Ferrari,SF90 Stradale,2022,3745.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,White,Red,8-Speed Automatic,Not available
706015976,ZFF97CMA1N0281306,584990,Ferrari,812 GTS,2022,2254.0,Gasoline,Not available,2 Wheel Drive - Rear,12-Cylinder,Silver,Black,7-Speed Automatic,Not available
706553081,ZFF97CMA4M0263056,587000,Ferrari,812 GTS,2021,272.0,Gasoline,Not available,2 Wheel Drive - Rear,12-Cylinder,Gray,Unavail,7-Speed Automatic,Not available
666203435,ZFF95NLA8M0266755,588880,Ferrari,SF90 Stradale,2021,599.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,Red,Black,8-Speed Automatic,Not available
700553515,ZFF95NLA8N0274422,589000,Ferrari,SF90 Stradale,2022,1442.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,White,Black,8-Speed Automatic,Not available
703315569,ZFF95NLA6M0268360,589900,Ferrari,SF90 Stradale,2021,3220.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,White,Black,8-Speed Automatic,Not available
695039514,ZFF97CMA4M0262750,589985,Ferrari,812 GTS,2021,1493.0,Gasoline,Not available,2 Wheel Drive - Rear,12-Cylinder,White,Tan,7-Speed Automatic,Not available
703355577,ZFF97CMA2P0289904,589990,Ferrari,812 GTS,2023,134.0,Gasoline,Not available,2 Wheel Drive - Rear,12-Cylinder,White,Red,7-Speed Automatic,Not available
692751541,ZFF95NLAXM0261279,589998,Ferrari,SF90 Stradale,2021,2529.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,Gray,Unavail,8-Speed Automatic,Not available
691305201,ZFF95NLA7P0292767,595800,Ferrari,SF90 Stradale,2023,272.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,White,Yellow,8-Speed Automatic,Not available
692459045,ZFF95NLA4P0286599,595900,Ferrari,SF90 Stradale,2023,301.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,Red,Red,8-Speed Automatic,Not available
689206147,ZFF97CMA9N0275074,595998,Ferrari,812 GTS,2022,943.0,Gasoline,Not available,2 Wheel Drive - Rear,12-Cylinder,Black,Black,7-Speed Automatic,Not available
707494566,ZFF97CMA8N0271470,597900,Ferrari,812 GTS,2022,6279.0,Gasoline,Not available,2 Wheel Drive - Rear,12-Cylinder,Black,Black,7-Speed Automatic,Not available
694470576,ZFF75VFA0E0203556,598850,Ferrari,458 Speciale,2014,2578.0,Gasoline,Not available,2 Wheel Drive - Rear,8-Cylinder,Not available,Not available,7-Speed Automatic,Coupe
705962887,ZFF95NLA8M0266741,598995,Ferrari,SF90 Stradale,2021,3777.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,Red,Black,8-Speed Automatic,Not available
705846602,ZFF97CMA8N0282680,599000,Ferrari,812 GTS,2022,1230.0,Gasoline,Not available,2 Wheel Drive - Rear,12-Cylinder,White,Red,7-Speed Automatic,Not available
660862145,ZFF95NLA7M0266889,599000,Ferrari,SF90 Stradale,2021,2609.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,Silver,Blue,8-Speed Automatic,Not available
708112909,ZFF95NLA3P0294032,599500,Ferrari,SF90 Stradale,2023,45.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,Red,Not available,8-Speed Automatic,Not available
691457686,ZFF95NLAXP0287661,599899,Ferrari,SF90 Stradale,2023,173.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,Black,Tan,8-Speed Automatic,Not available
