id,vin,price,make,model,year,mileage,fueltype,packages,driveType,engine,color_ext,color_int,transmission,trim
710005180,ZFF83CLA5J0233150,348996,Ferrari,812 Superfast,2018,14955.0,Gasoline,Not available,2 Wheel Drive - Rear,12-Cylinder,Red,Black,7-Speed Automatic,Not available
702307335,ZFF92LLA4M0260187,349900,Ferrari,F8 Tributo,2021,4464.0,Gasoline,Not available,2 Wheel Drive - Rear,8-Cylinder Turbo,White,Red,7-Speed Automatic,Not available
689690456,ZFF92LLA8M0259981,349900,Ferrari,F8 Tributo,2021,4259.0,Gasoline,Not available,2 Wheel Drive - Rear,8-Cylinder Turbo,Red,Tan,7-Speed Automatic,Not available
700500140,ZFF92LLAXL0258474,354900,Ferrari,F8 Tributo,2020,4500.0,Gasoline,Not available,2 Wheel Drive - Rear,8-Cylinder Turbo,White,Black,7-Speed Automatic,Not available
709678566,ZFF92LLAXM0259433,360000,Ferrari,F8 Tributo,2021,5012.0,Gasoline,Not available,2 Wheel Drive - Rear,8-Cylinder Turbo,Red,Black,7-Speed Automatic,Not available
709838330,ZFF92LLA5M0264894,364895,Ferrari,F8 Tributo,2021,6116.0,Gasoline,Not available,2 Wheel Drive - Rear,8-Cylinder Turbo,Red,Black,7-Speed Automatic,Not available
709659906,ZFF92LLA2N0280682,399980,Ferrari,F8 Tributo,2022,2725.0,Gasoline,Not available,2 Wheel Drive - Rear,8-Cylinder Turbo,Red,Tan,7-Speed Automatic,Not available
709615440,ZFF93LMA4N0272465,419000,Ferrari,F8 Spider,2022,989.0,Gasoline,Not available,2 Wheel Drive - Rear,8-Cylinder Turbo,White,Red,7-Speed Automatic,Not available
696516118,ZFF93LMA0M0268301,449900,Ferrari,F8 Spider,2021,4618.0,Gasoline,Not available,2 Wheel Drive - Rear,8-Cylinder Turbo,Red,Unavail,7-Speed Automatic,Not available
707310369,ZFF99SLA2P0295580,450994,Ferrari,296 GTB,2023,777.0,Hybrid gas/electric,Not available,2 Wheel Drive - Rear,Hybrid,Red,Black,8-Speed Automatic,Not available
710031878,ZFF99SLA5P0296674,453900,Ferrari,296 GTB,2023,631.0,Hybrid gas/electric,Not available,2 Wheel Drive - Rear,Hybrid,Black,Black,8-Speed Automatic,Not available
697666442,ZFF93LMA0N0280627,459900,Ferrari,F8 Spider,2022,276.0,Gasoline,Not available,2 Wheel Drive - Rear,8-Cylinder Turbo,White,Blue,7-Speed Automatic,Not available
698568834,ZFF93LMAXN0276892,464900,Ferrari,F8 Spider,2022,1599.0,Gasoline,Not available,2 Wheel Drive - Rear,8-Cylinder Turbo,White,Black,7-Speed Automatic,Not available
709659907,ZFF93LMA3N0275485,474990,Ferrari,F8 Spider,2022,762.0,Gasoline,Not available,2 Wheel Drive - Rear,8-Cylinder Turbo,Silver,Black,7-Speed Automatic,Not available
698511251,ZFF93LMA3P0289504,484900,Ferrari,F8 Spider,2023,101.0,Gasoline,Not available,2 Wheel Drive - Rear,8-Cylinder Turbo,Yellow,Blue,7-Speed Automatic,Not available
710015696,ZFF93LMA2N0277180,499999,Ferrari,F8 Spider,2022,1971.0,Gasoline,Not available,2 Wheel Drive - Rear,8-Cylinder Turbo,Not available,Blue,7-Speed Automatic,Not available
709629171,ZFF99SLA6P0293556,539900,Ferrari,296 GTB,2023,79.0,Hybrid gas/electric,Not available,2 Wheel Drive - Rear,Hybrid,Gray,Black,8-Speed Automatic,Not available
702821736,ZFF95NLA0N0273880,549888,Ferrari,SF90 Stradale,2022,500.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,Black,Black,8-Speed Automatic,Not available
697530311,ZFF90HLA7K0247031,549995,Ferrari,488 Pista,2019,1616.0,Gasoline,Not available,2 Wheel Drive - Rear,8-Cylinder Turbo,Yellow,Black,7-Speed Automatic,Coupe
702197557,ZFF95NLA7N0278526,569900,Ferrari,SF90 Stradale,2022,450.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,White,Black,8-Speed Automatic,Not available
695917930,ZFF95NLA6N0277397,579900,Ferrari,SF90 Stradale,2022,564.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,Silver,Red,8-Speed Automatic,Not available
699799312,ZFF95NLA9N0271058,589900,Ferrari,SF90 Stradale,2022,787.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,Red,Black,8-Speed Automatic,Not available
708063019,ZFF97CMA2N0285025,619988,Ferrari,812 GTS,2022,205.0,Gasoline,Not available,2 Wheel Drive - Rear,12-Cylinder,Red,White,7-Speed Automatic,Not available
667262960,ZFF95NLA7N0277327,624888,Ferrari,SF90 Stradale,2022,597.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,White,Not available,8-Speed Automatic,Not available
706313851,ZFF95NLA5N0283014,634900,Ferrari,SF90 Stradale,2022,2064.0,Hybrid gas/electric,Not available,All Wheel Drive,Hybrid,Red,Black,8-Speed Automatic,Not available
